pSA001 AmpRS1-pTDH3-Venus-tADH1;pMYT039;pYTK009;pYTK033;pYTK053
pSA002 AmpRS1-pTEF2-Venus-tADH1;pMYT039;pYTK014;pYTK033;pYTK053
pSA003 AmpRS1-pALD6-Venus-tADH1;pMYT039;pYTK018;pYTK033;pYTK053
pSA004 AmpRS1-pREV1-Venus-tADH1;pMYT039;pYTK027;pYTK033;pYTK053
